avg_lat,avg_lon,average_temperature_F,standard_deviation_F,number_of_data_points
37.6808169,-121.7596799,64.9,0.67,8
37.6811145,-121.7602522,64.694,0.575,13
37.6811181,-121.7602118,64.424,0.454,12
37.6811181,-121.7601746,64.409,0.504,10
37.6811214,-121.7601362,64.504,0.539,12
37.6811225,-121.7600984,64.335,0.644,8
37.6811178,-121.76006,64.533,0.616,13
37.6811153,-121.7600224,64.388,0.536,13
37.6811142,-121.7599844,64.269,0.626,11
37.6811151,-121.7599458,64.192,0.695,9
37.681113,-121.7599048,64.322,0.756,6
37.6811143,-121.7598713,64.34,0.756,6
37.6811189,-121.7598333,64.199,0.756,7
37.6811265,-121.7597951,64.274,0.729,8
37.6811262,-121.759757,64.168,0.727,9
37.6810928,-121.7596765,64.387,0.034,4
37.6811197,-121.7597136,63.937,0.572,7
37.6811208,-121.7596828,63.579,0.225,5
37.6811743,-121.7616861,66.635,0.184,7
37.6812376,-121.761673,66.492,0.976,8
37.6811691,-121.7615961,66.698,0.022,12
37.6811763,-121.7615057,64.859,0.896,12
37.6812238,-121.7615722,65.57,1.226,4
37.6812537,-121.76162,64.652,0.212,4
37.6812378,-121.7615821,65.343,1.077,8
37.6812152,-121.7615462,64.962,0.939,9
37.68121,-121.761507,66.311,1.007,6
37.6812704,-121.7616662,65.385,0.918,10
37.6813042,-121.7616922,65.439,1.206,10
37.6813144,-121.7616711,65.215,1.326,7
37.6813112,-121.7616485,64.8,1.258,4
37.6813392,-121.7616591,65.439,1.397,8
37.6812843,-121.7616176,65.765,1.247,13
37.6812771,-121.7615292,66.596,0.017,8
37.68137,-121.7616203,66.128,1.278,9
37.6813714,-121.7615861,65.795,1.417,8
37.6815407,-121.7618239,66.244,0.272,12
37.6815965,-121.7619039,66.388,0.24,11
37.6815918,-121.7618362,66.501,0.135,11
37.681435,-121.7616687,66.074,0.048,7
37.6814894,-121.7617474,66.121,0.016,5
37.6814625,-121.7617035,66.047,0.037,4
37.6813991,-121.761618,66.1,0.741,7
37.681395,-121.7615878,65.816,1.159,12
37.6814269,-121.7616243,66.413,0.15,13
37.6814264,-121.7615834,65.957,0.777,14
37.6814114,-121.76154,65.742,1.324,13
37.6814561,-121.7616172,66.484,0.152,10
37.6814891,-121.7616181,66.534,0.195,7
37.6814929,-121.7615851,65.874,0.979,8
37.6814573,-121.7615439,65.944,1.049,9
37.6814906,-121.7615142,65.444,1.036,5
37.6815354,-121.7617566,66.374,0.219,13
37.6815273,-121.761659,66.437,0.208,6
37.6815515,-121.7616959,66.648,0.163,8
37.6815941,-121.76176,66.738,0.167,8
37.6815144,-121.7616172,66.67,0.151,9
37.6815528,-121.761623,66.776,0.015,4
37.681529,-121.7615265,64.827,0.523,11
37.6815971,-121.7615224,65.948,0.85,14
37.6811694,-121.7614555,65.827,1.288,11
37.6811537,-121.7613764,66.83,0.039,7
37.6811435,-121.7612215,66.564,0.201,4
37.6811762,-121.7611718,66.474,0.009,4
37.6811698,-121.7610488,65.445,0.449,12
37.6812239,-121.7611661,66.557,0.019,7
37.6812278,-121.7610733,65.513,0.43,12
37.681149,-121.761024,66.02,0.036,4
37.681291,-121.7611304,66.657,0.073,5
37.6812845,-121.7610822,65.287,0.398,11
37.6813507,-121.7610903,65.806,0.792,11
37.681454,-121.7613603,66.26,0.029,6
37.6814494,-121.7612502,66.329,0.084,12
37.6815361,-121.7614584,65.809,0.832,11
37.681538,-121.7613655,66.292,0.051,8
37.6816014,-121.7614436,64.806,0.175,9
37.6815787,-121.7613542,66.404,0.034,6
37.6815972,-121.7613016,66.366,0.084,8
37.6816148,-121.7612305,66.509,0.127,11
37.6813948,-121.7610936,65.707,0.845,5
37.6814276,-121.7610988,65.419,0.601,12
37.6814294,-121.7610514,65.58,0.289,7
37.6814613,-121.7610503,64.871,0.177,7
37.681489,-121.7610872,66.515,0.034,4
37.6814898,-121.7610428,64.728,0.052,5
37.6814762,-121.7610156,65.07,0.015,5
37.6815311,-121.7611547,66.501,0.017,7
37.6815316,-121.7610574,65.47,0.853,13
37.6815962,-121.761149,66.56,0.02,6
37.6815962,-121.7610669,65.142,0.545,8
37.6815267,-121.7610102,64.784,0.027,6
37.6815247,-121.7609726,64.892,0.191,9
37.6815485,-121.7609812,64.864,0.172,10
37.681523,-121.7609356,64.761,0.143,13
37.6815204,-121.7608972,64.716,0.189,9
37.6815794,-121.7610082,65.446,0.872,8
37.6816108,-121.761009,65.325,0.727,8
37.6815735,-121.7609313,65.261,0.04,6
37.6816764,-121.7620601,66.411,0.066,7
37.6816621,-121.7619805,66.474,0.212,13
37.6817049,-121.7620643,66.478,0.018,7
37.6817101,-121.7619904,66.737,0.079,12
37.6816445,-121.7619172,66.608,0.128,6
37.6816808,-121.7619278,66.731,0.031,4
37.6816474,-121.7618346,66.727,0.02,7
37.6816686,-121.761451,65.691,0.733,10
37.6816552,-121.7613765,64.817,0.024,6
37.681713,-121.7614443,66.803,0.058,6
37.6817232,-121.7613828,65.709,0.799,10
37.6816614,-121.761289,66.36,0.601,8
37.6816529,-121.7612214,66.514,0.078,14
37.6817104,-121.7612893,65.128,0.735,7
37.6817205,-121.7612252,66.377,0.74,11
37.681775,-121.7613593,66.606,0.632,7
37.6817652,-121.7612987,65.249,0.035,6
37.6817769,-121.761217,65.49,0.717,13
37.6818436,-121.7612952,66.851,0.051,11
37.6818329,-121.7612087,66.362,0.81,10
37.6816599,-121.7611509,66.128,0.695,8
37.6816586,-121.7610588,65.526,0.804,14
37.6817164,-121.7611439,65.902,0.774,14
37.6817038,-121.7610461,65.572,0.785,9
37.6817385,-121.7610505,65.762,0.76,13
37.6816535,-121.7610166,65.136,0.135,10
37.6817892,-121.7611475,65.077,0.071,10
37.6817776,-121.7610519,65.391,0.607,14
37.681827,-121.7611312,65.039,0.098,4
37.6818513,-121.7611658,66.104,0.92,6
37.6818607,-121.7611279,65.514,0.724,11
37.6818441,-121.761073,65.124,0.195,14
37.6817891,-121.7610191,66.56,0.105,9
37.6818396,-121.7609862,66.442,0.412,13
37.6818628,-121.7609368,66.445,0.033,5
37.6818919,-121.7612731,66.838,0.033,7
37.6819205,-121.7612337,66.897,0.029,10
37.6819902,-121.7612745,64.908,0.091,4
37.6819724,-121.7612158,65.487,0.834,13
37.6820402,-121.7613664,64.976,0.069,5
37.6820944,-121.761437,65.153,0.024,7
37.6820934,-121.7613713,65.102,0.038,10
37.6820313,-121.7612887,64.897,0.156,11
37.6820162,-121.7612257,64.945,0.235,11
37.6820775,-121.761312,65.043,0.034,8
37.6820946,-121.7612056,65.472,0.149,14
37.6818992,-121.7611162,65.638,0.777,13
37.6818872,-121.7610831,65.116,0.252,8
37.6819185,-121.7610858,65.578,0.865,12
37.6819238,-121.7610552,65.849,0.738,4
37.6819545,-121.761156,65.232,0.009,4
37.6819833,-121.7611648,64.988,0.022,6
37.6819754,-121.7611275,64.998,0.114,8
37.6819531,-121.7610821,65.076,0.196,9
37.6819498,-121.7610502,65.689,0.846,11
37.6819792,-121.7610925,65.677,0.881,13
37.6819805,-121.7610558,65.73,0.883,12
37.6819081,-121.7609962,65.475,0.548,14
37.6818852,-121.760902,66.42,0.023,4
37.6819194,-121.7609366,65.973,0.66,5
37.6819268,-121.7609042,66.492,0.475,5
37.6819482,-121.7610224,65.39,0.927,5
37.6819517,-121.7609748,64.877,0.056,4
37.681983,-121.7610142,66.526,0.849,11
37.6819884,-121.7609724,66.084,0.949,11
37.6819442,-121.7609022,66.432,0.649,8
37.6819774,-121.7609367,65.554,0.843,9
37.6819746,-121.7609022,65.75,0.892,13
37.6820134,-121.7611293,65.39,0.142,7
37.6820435,-121.7611592,65.521,0.126,11
37.6820091,-121.761092,66.141,1.125,7
37.682013,-121.7610505,65.312,0.11,6
37.6820431,-121.7610906,65.795,0.879,14
37.68204,-121.7610537,65.364,0.091,7
37.6820715,-121.7611638,65.576,0.067,6
37.6820728,-121.761125,65.361,0.128,10
37.6821028,-121.7611642,65.603,0.108,6
37.6821016,-121.7611378,65.185,0.139,5
37.6820695,-121.761093,66.41,1.098,6
37.6821043,-121.7610938,66.185,0.911,13
37.6820095,-121.7610095,65.79,0.983,4
37.682004,-121.7609797,66.215,1.114,6
37.682047,-121.761018,65.541,0.083,5
37.6820182,-121.7609202,66.488,0.757,11
37.6820637,-121.7610073,65.619,0.027,7
37.68207,-121.7609876,65.664,0.08,5
37.6821028,-121.7610052,65.437,0.053,5
37.6821002,-121.7609693,65.59,0.081,9
37.6821002,-121.7609223,65.534,0.082,12
37.6811524,-121.760599,64.756,0.247,5
37.6811817,-121.7605952,64.997,0.451,11
37.6812126,-121.7605858,65.015,0.382,13
37.6812434,-121.7605777,65.369,0.307,7
37.6812883,-121.7605781,65.516,0.316,9
37.6813345,-121.7605847,65.69,0.158,6
37.6813664,-121.7605904,65.577,0.34,11
37.6811562,-121.7605667,65.269,0.45,11
37.6811544,-121.7605212,65.92,0.817,12
37.6811826,-121.7605683,65.29,0.541,7
37.6811809,-121.7605241,65.925,0.881,10
37.681147,-121.7604732,65.478,0.152,8
37.6812125,-121.7605677,65.141,0.442,13
37.6812128,-121.7605249,65.978,0.956,9
37.681245,-121.7605621,64.997,0.422,13
37.6812454,-121.7605273,66.026,0.983,9
37.6812668,-121.7605682,65.386,0.479,5
37.681281,-121.7605677,65.225,0.333,7
37.6812705,-121.7605222,65.36,0.086,6
37.6812993,-121.760566,65.484,0.45,9
37.6813126,-121.7605642,65.361,0.48,5
37.6813028,-121.7605259,65.916,0.741,12
37.6813026,-121.7604734,66.142,0.088,5
37.6813275,-121.7605678,65.507,0.463,4
37.681329,-121.7605435,64.85,0.104,4
37.6813428,-121.7605678,65.234,0.332,6
37.6813442,-121.7605452,64.769,0.114,4
37.6813324,-121.7605313,65.957,0.968,10
37.6813669,-121.760552,65.131,0.464,13
37.6813641,-121.7605303,66.249,0.998,7
37.681349,-121.7604621,66.282,0.04,7
37.6813962,-121.7605955,65.523,0.473,10
37.6814269,-121.7605892,65.32,0.576,9
37.681455,-121.7606168,65.516,0.698,5
37.6814604,-121.760588,65.124,0.546,8
37.6814907,-121.7606239,65.076,0.692,7
37.6814972,-121.7605988,64.943,0.864,6
37.6815214,-121.7608577,64.645,0.19,10
37.6815239,-121.7608253,64.59,0.184,9
37.6815395,-121.760822,65.084,0.029,4
37.6815186,-121.7607841,64.603,0.207,10
37.6815153,-121.7607449,64.655,0.178,12
37.6815187,-121.7607064,64.596,0.173,11
37.681516,-121.7606716,64.496,0.204,9
37.6815132,-121.7606342,64.371,0.202,8
37.681519,-121.7605926,64.765,0.836,7
37.6815874,-121.7605893,65.729,0.571,7
37.6813949,-121.7605536,65.013,0.339,14
37.6813984,-121.7605264,66.366,0.957,8
37.6814269,-121.760558,65.138,0.386,12
37.681427,-121.7605243,66.38,1.006,6
37.6814586,-121.7605611,65.168,0.407,9
37.6814595,-121.7605213,66.098,0.972,6
37.6814882,-121.7605602,65.38,0.441,14
37.6814913,-121.7605263,66.349,0.926,7
37.6814943,-121.7604394,65.657,0.807,14
37.6814,-121.7603904,66.233,0.153,7
37.68142,-121.7603019,66.095,0.039,7
37.6814594,-121.7604081,66.596,0.036,7
37.6814662,-121.7603752,66.416,0.276,4
37.6814889,-121.7604044,65.138,0.787,14
37.6814867,-121.7603642,65.254,1.049,14
37.681463,-121.760285,65.002,0.923,7
37.68148,-121.7603365,66.024,0.878,4
37.6814836,-121.7603154,65.412,1.302,5
37.6814964,-121.7603359,64.775,0.782,7
37.6814947,-121.7603191,65.148,0.704,7
37.6814803,-121.7602999,65.197,1.193,7
37.681494,-121.7602792,65.124,0.629,4
37.6815122,-121.7605627,64.766,0.63,6
37.6815261,-121.7605656,65.232,0.724,8
37.6815282,-121.7605447,64.625,0.52,6
37.6815134,-121.7605098,65.401,0.788,5
37.6815298,-121.7605276,65.534,1.726,5
37.6815278,-121.7605088,64.589,0.611,4
37.6815436,-121.7605634,65.527,0.506,5
37.6815583,-121.7605625,65.384,0.565,6
37.6815463,-121.7605207,65.786,0.807,6
37.6815132,-121.7604708,65.268,0.83,4
37.681525,-121.7604687,64.793,0.644,6
37.6815121,-121.7604506,65.18,1.104,9
37.6815521,-121.7604469,65.688,0.61,7
37.6815797,-121.7605538,65.489,0.741,12
37.681585,-121.760523,66.134,1.091,6
37.681613,-121.7605588,65.379,0.464,8
37.6816093,-121.7605183,66.125,1.035,6
37.6815807,-121.7604539,65.871,0.697,7
