avg_lat,avg_lon,average_temperature_F,standard_deviation_F,number_of_data_points
37.6890359,-121.797883,80.611,1.071,15
37.6890563,-121.7970952,80.768,1.041,45
37.6883728,-121.7948608,80.213,0.998,29
37.68904,-121.7962343,81.335,0.373,35
37.6888878,-121.7952885,79.798,1.209,26
37.6889585,-121.7945338,80.753,0.219,4
37.6890202,-121.795175,80.23,1.112,13
37.6889979,-121.7944626,79.88,1.013,10
37.6840682,-121.7925281,80.886,0.087,34
37.6839705,-121.7909935,81.425,0.634,13
37.6840912,-121.7892408,80.736,0.066,13
37.6847972,-121.7907188,81.081,0.697,17
37.6848345,-121.7895858,80.528,0.062,17
37.6861435,-121.792722,80.112,0.876,46
37.685708,-121.7907355,81.226,0.709,43
37.6839221,-121.7877587,80.757,0.991,48
37.683862,-121.78701,80.411,0.91,36
37.6838454,-121.7865626,80.572,0.92,26
37.6846756,-121.7875895,79.78,0.14,14
37.6838816,-121.7853517,81.259,1.21,30
37.683875,-121.7843404,81.342,1.164,26
37.6838427,-121.7835158,81.546,1.364,49
37.684147,-121.7834201,81.485,1.422,35
37.6845133,-121.7834106,81.641,1.402,32
37.6848702,-121.7834084,81.464,1.433,35
37.6854013,-121.7875895,79.692,0.206,15
37.68612,-121.7875845,79.727,0.241,14
37.6860019,-121.7867654,79.639,0.098,8
37.6859888,-121.78613,77.117,0.727,28
37.6862948,-121.7867658,79.923,0.05,5
37.6862015,-121.786734,79.808,0.025,2
37.6862428,-121.7861468,76.966,0.29,38
37.6863675,-121.7867355,79.862,0.076,2
37.6863531,-121.786249,77.122,0.054,9
37.6863504,-121.7861704,76.691,0.129,27
37.6864334,-121.7862592,77.095,0.057,10
37.6864408,-121.7861698,76.653,0.126,24
37.6852149,-121.7834093,81.31,1.406,31
37.6855968,-121.7834084,81.287,1.348,32
37.685956,-121.7859394,77.465,0.243,45
37.6858908,-121.785106,75.16,0.293,25
37.6858963,-121.7850264,75.151,0.379,20
37.6860373,-121.7851697,76.38,0.692,36
37.6860386,-121.7850333,75.585,0.417,31
37.6862072,-121.7857719,76.414,0.349,27
37.6862167,-121.7856075,76.284,0.246,41
37.6863454,-121.7858456,76.948,0.53,34
37.6863594,-121.7856632,76.877,0.313,17
37.6864403,-121.7856325,76.949,0.411,49
37.6864661,-121.7854923,77.189,0.218,19
37.6862274,-121.785247,76.552,0.645,49
37.6862079,-121.7850486,75.969,0.499,27
37.6863482,-121.7852992,76.407,0.775,30
37.6864452,-121.7852905,76.687,0.52,39
37.6864712,-121.7851482,77.269,0.66,29
37.6863493,-121.7850418,76.227,0.487,17
37.6864174,-121.7850324,76.255,0.47,8
37.6864655,-121.7850115,77.215,0.979,26
37.6864646,-121.7849448,77.801,0.427,19
37.6859509,-121.7834072,81.107,1.246,27
37.6862946,-121.7834125,81.084,1.124,24
37.6868124,-121.7935581,80.775,0.121,10
37.6868324,-121.792616,79.795,0.779,17
37.6876225,-121.7933813,80.49,0.731,21
37.6873032,-121.792752,79.992,0.735,5
37.6871443,-121.7907299,81.128,0.782,38
37.6882408,-121.7933505,80.326,0.937,16
37.6889716,-121.7934983,79.971,0.804,37
37.6889977,-121.7921207,80.316,0.872,27
37.6881091,-121.7908831,81.513,0.447,7
37.6885022,-121.7908901,80.601,1.33,23
37.6884569,-121.7904369,80.845,1.071,45
37.6884133,-121.7895023,80.465,1.399,48
37.6888708,-121.7909965,80.634,1.256,49
37.6888085,-121.7903041,80.929,0.209,10
37.6891417,-121.7909723,80.695,1.136,23
37.6891715,-121.7902965,80.909,0.206,6
37.689091,-121.7892266,79.815,0.619,29
37.6868734,-121.7875551,79.855,0.249,23
37.6866735,-121.7867515,80.024,0.079,4
37.686556,-121.786738,79.637,0.038,2
37.6865378,-121.7862485,77.079,0.087,8
37.6865291,-121.7861713,76.739,0.26,29
37.6866184,-121.7861478,77.289,0.273,31
37.6867335,-121.7867365,79.808,0.051,2
37.6866817,-121.7860813,77.672,0.021,3
37.6870342,-121.7870071,79.897,0.146,22
37.6870323,-121.7867194,79.581,0.074,10
37.6878155,-121.7881255,80.272,0.122,20
37.6875656,-121.7867118,79.791,0.075,15
37.6865551,-121.7858936,77.4,0.071,25
37.6865152,-121.7856626,77.281,0.205,15
37.6865109,-121.7854475,76.877,0.274,18
37.6866209,-121.7856548,77.5,0.175,28
37.686625,-121.7854818,76.96,0.463,41
37.686755,-121.7858654,77.77,0.325,47
37.6867476,-121.7855556,77.49,0.157,34
37.6865256,-121.7853025,76.62,0.301,34
37.6865064,-121.7851916,76.182,0.613,9
37.6865049,-121.7850868,77.343,0.157,25
37.6865475,-121.7851815,76.447,0.838,10
37.6865458,-121.7850808,77.042,0.111,6
37.6866162,-121.785291,76.643,0.729,29
37.6865986,-121.7851828,76.233,0.875,20
37.6865944,-121.7850756,76.736,0.499,13
37.6866358,-121.7851818,75.664,0.815,28
37.6866455,-121.785099,75.861,1.291,34
37.6865032,-121.7849984,77.187,0.745,35
37.6865443,-121.7848057,78.187,0.423,24
37.6866582,-121.7849968,75.078,0.265,12
37.6866167,-121.784819,78.187,0.382,41
37.6867079,-121.7852618,76.332,0.105,10
37.686692,-121.7851161,76.378,1.029,41
37.686807,-121.7852707,76.911,0.351,23
37.6867831,-121.7851988,77.005,0.263,11
37.6866696,-121.785012,76.124,1.018,22
37.6866791,-121.7849268,76.031,0.918,31
37.686714,-121.784894,77.612,0.0,2
37.6866883,-121.7848483,76.372,1.216,18
37.6866885,-121.7847903,78.422,0.332,13
37.68673,-121.7848411,76.085,0.721,21
37.6867304,-121.7847666,78.381,0.27,23
37.6867749,-121.7848189,76.811,1.06,28
37.6867688,-121.7847852,78.088,0.757,13
37.6868071,-121.7848146,77.723,1.073,14
37.6868228,-121.7847799,77.006,1.162,32
37.6869314,-121.7858264,77.713,0.45,39
37.6868846,-121.7856822,77.582,0.077,9
37.6868997,-121.7854393,77.167,0.257,21
37.6869741,-121.7857016,77.364,0.126,8
37.6869643,-121.7854349,77.127,0.26,15
37.6871116,-121.7858067,77.536,0.145,38
37.6871135,-121.7855064,77.246,0.113,28
37.6869017,-121.7853233,76.888,0.294,38
37.6868627,-121.7847486,77.315,1.234,35
37.6869063,-121.7847368,77.5,1.36,31
37.6869549,-121.7847387,77.343,1.334,29
37.686998,-121.7847378,77.828,1.379,32
37.6870552,-121.7847356,76.32,0.248,8
37.6866404,-121.7834168,81.305,0.889,20
37.6869692,-121.7846917,78.508,0.836,9
37.6870378,-121.7846852,78.504,1.291,23
37.6870612,-121.7845974,79.511,0.339,10
37.6870906,-121.784667,77.802,0.963,30
37.6870842,-121.7845828,79.105,0.766,13
37.687059,-121.784479,78.008,,1
37.687045,-121.784444,78.314,,1
37.6870775,-121.7845026,79.014,0.702,29
37.6870847,-121.7844284,78.807,1.073,26
37.6871573,-121.7846614,78.33,0.647,41
37.6871824,-121.7844313,77.748,0.469,7
37.6870873,-121.7842624,79.517,0.812,14
37.6870772,-121.7841548,80.767,0.387,8
37.6871516,-121.7842832,79.046,0.96,19
37.6871431,-121.7841395,80.887,0.374,28
37.6869322,-121.7834015,81.047,0.967,11
37.687094,-121.7839133,81.126,0.463,38
37.6870966,-121.7836152,81.544,0.253,23
37.6870881,-121.7834716,81.375,0.417,33
37.6871115,-121.7835885,81.716,0.051,2
37.6871446,-121.7834051,81.172,0.811,9
37.687322,-121.7855415,77.73,0.933,30
37.6872388,-121.7845577,78.84,0.714,40
37.6872553,-121.7841971,79.446,0.377,28
37.6872619,-121.7838797,79.634,0.439,23
37.6872591,-121.7836279,79.686,0.31,15
37.6872607,-121.7834342,80.245,0.843,26
37.6873256,-121.7834159,80.4,0.869,19
37.6874534,-121.7834128,80.55,0.664,22
37.6877882,-121.7843563,79.716,0.063,9
37.6876424,-121.7834184,80.621,0.74,14
37.6877906,-121.7838444,79.938,0.02,5
37.687848,-121.7834704,80.271,0.825,32
37.6881123,-121.7885146,80.555,0.124,10
37.688103,-121.7876228,80.209,0.117,11
37.6883783,-121.7884354,80.679,1.265,24
37.6883752,-121.7877179,80.843,1.439,21
37.6881172,-121.7867065,79.873,0.187,11
37.6883931,-121.7870671,80.823,1.701,18
37.6883642,-121.7865943,80.126,1.296,23
37.688389,-121.7862187,80.433,1.329,21
37.688531,-121.786163,80.447,0.139,8
37.6891612,-121.7880894,79.811,0.697,26
37.6888181,-121.7861348,80.123,0.382,18
37.6891592,-121.7870932,79.757,0.818,13
37.6891669,-121.7862947,80.121,0.604,36
37.6879253,-121.7848,79.97,0.154,3
37.6883857,-121.7857407,80.882,1.571,26
37.6883864,-121.7850572,80.977,1.492,25
37.6879272,-121.7843886,80.218,0.059,8
37.6881001,-121.7834794,80.869,0.893,38
37.6883828,-121.7843771,81.27,1.409,25
37.6883475,-121.7838658,81.226,1.21,17
37.6883171,-121.7835445,80.967,0.987,27
37.6885173,-121.7834115,80.027,0.13,6
37.6888182,-121.7857387,80.157,0.345,30
37.6888519,-121.7851568,80.298,0.347,34
37.6891588,-121.7851679,80.612,0.065,9
37.6889834,-121.7842124,80.243,0.365,35
37.6896696,-121.8024968,81.533,0.08,13
37.6900396,-121.8009329,81.648,0.094,36
37.6919856,-121.8044793,81.812,0.092,43
37.6919775,-121.8028864,81.711,0.14,27
37.6911374,-121.8005289,81.918,0.094,8
37.6919781,-121.8015345,81.92,0.091,31
37.6919124,-121.8006367,81.78,0.18,22
37.6900634,-121.7968852,81.453,1.108,33
37.69005,-121.796851,80.33,,1
37.6910677,-121.7968736,81.196,1.114,10
37.691027,-121.7964033,82.114,0.544,42
37.690968,-121.7948028,82.215,0.291,23
37.6918674,-121.7968124,81.1,0.812,17
37.6920797,-121.7946393,81.887,0.088,12
37.693594,-121.8002894,81.915,0.279,27
37.6925836,-121.7967261,81.097,0.937,16
37.6925565,-121.7947348,82.079,0.216,12
37.6932766,-121.7967211,81.226,1.06,16
37.6931967,-121.7945222,82.353,0.11,17
37.6940071,-121.7967264,81.025,0.723,18
37.6940033,-121.794976,81.846,0.175,9
37.6945735,-121.7962305,81.004,0.587,33
37.6947128,-121.7950512,81.359,0.586,41
37.6896844,-121.7906455,81.066,1.095,35
37.689851,-121.7892214,80.118,0.759,29
37.6904217,-121.7906154,81.053,1.063,32
37.6905388,-121.7892134,80.112,0.773,27
37.690963,-121.793489,82.098,0.206,22
37.6910406,-121.7919322,82.204,0.275,41
37.6920642,-121.7934337,82.111,0.08,13
37.6920654,-121.7918988,82.35,0.135,20
37.6911313,-121.7906035,81.096,1.133,33
37.6912839,-121.7895818,80.635,0.321,35
37.6918374,-121.7909929,81.718,1.298,31
37.692086,-121.7894671,81.585,0.169,15
37.6898984,-121.788077,79.923,0.738,22
37.6895103,-121.7861305,79.941,0.626,19
37.6898988,-121.7870618,79.914,0.645,11
37.6898833,-121.7862571,80.005,0.565,32
37.6905924,-121.7880763,79.92,0.717,23
37.6902402,-121.7861377,79.962,0.726,20
37.6905888,-121.7871056,79.547,0.779,14
37.6905579,-121.7862894,79.859,0.806,37
37.6897201,-121.7851639,80.431,0.089,15
37.6897197,-121.7839812,80.38,0.972,24
37.6904413,-121.7851696,80.556,0.123,14
37.6904242,-121.7838613,80.738,1.389,26
37.6917179,-121.7875605,80.773,0.616,41
37.691203,-121.7852403,80.243,0.176,34
37.6911796,-121.7839262,80.166,1.222,48
37.6918047,-121.7833807,82.641,0.109,13
37.6931931,-121.7930396,82.142,0.307,49
37.6925356,-121.7906454,81.956,1.146,28
37.6926604,-121.7895766,81.878,0.881,23
37.6934233,-121.7908866,82.565,0.136,18
37.6931074,-121.7896422,82.313,1.148,29
37.6932226,-121.7892846,81.689,0.671,8
37.6934883,-121.7898266,81.719,1.535,21
37.6933673,-121.7889807,81.29,0.564,9
37.6939016,-121.7917809,81.725,0.634,21
37.6938038,-121.7911765,82.166,0.335,15
37.6938447,-121.7903518,82.037,1.147,16
37.694003,-121.7914015,81.689,0.14,2
37.6941628,-121.7904124,81.702,1.192,20
37.6937718,-121.7895265,81.016,1.378,12
37.6947478,-121.790961,81.168,1.209,45
37.6925849,-121.7869801,80.816,0.201,8
37.6933771,-121.7883563,81.838,0.5,37
37.6933891,-121.7868899,80.692,0.136,18
37.692476,-121.7842007,82.367,0.13,13
37.6923961,-121.7836709,82.393,0.095,22
37.6927357,-121.7842277,82.437,0.071,15
37.693948,-121.7878397,80.806,0.89,36
37.6939493,-121.7871985,81.477,0.91,11
37.693673,-121.78622,80.906,0.208,3
37.6941176,-121.7871375,81.111,1.199,27
37.694215,-121.7863803,81.515,1.097,21
37.6946941,-121.7873332,82.474,0.116,10
37.6939582,-121.7854388,81.568,0.137,22
37.6939467,-121.7839116,81.729,0.222,25
37.6946542,-121.7853314,81.83,0.93,47
37.695011,-121.784657,81.32,,1
37.6839809,-121.7825139,80.813,1.481,25
37.683982,-121.7815529,80.184,0.048,10
37.6845324,-121.7825035,81.046,1.709,14
37.6848651,-121.7830888,82.058,1.673,19
37.684879,-121.7825,80.616,1.408,39
37.6848068,-121.7814226,80.106,0.185,28
37.6839929,-121.7799528,80.991,0.587,18
37.6842466,-121.7781921,81.854,0.037,9
37.6847349,-121.780327,80.877,0.652,22
37.6846948,-121.7785203,81.77,0.036,9
37.6853963,-121.7826228,80.174,1.002,26
37.6854102,-121.7814923,80.289,0.074,10
37.6861694,-121.7828471,80.617,1.24,33
